ELECTORAL_DISTRICT_NUMBER,PROVINCE,ELECTORAL_DISTRICT_NAME,URBAN_SEMIURBAN_RURAL,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES_OBTAINED,PERCENTAGE_OF_VOTES_OBTAINED,MAJORITY,MAJORITY_PERCENTAGE,POPULATION,ELECTORS,PERCENTAGE_OF_VOTER_TURNOUT,ELECTED_CANDIDATE,ELECTED_CANDIDATE_PARTY,PROV_CODE
35068,Ontario,Niagara West/Niagara-Ouest,Rural,Ian Bingham,Liberal,16815,30.4,,,90838,77600,71.5,"Allison, Dean",Conservative,ON
35068,Ontario,Niagara West/Niagara-Ouest,Rural,Nameer Rahman,NDP-New Democratic Party,7064,12.8,,,90838,77600,71.5,"Allison, Dean",Conservative,ON
35068,Ontario,Niagara West/Niagara-Ouest,Rural,Shaunalee Derkson,People's Party - PPC,3933,7.1,,,90838,77600,71.5,"Allison, Dean",Conservative,ON
35068,Ontario,Niagara West/Niagara-Ouest,Rural,Joanna Kocsis,Green Party,1602,2.9,,,90838,77600,71.5,"Allison, Dean",Conservative,ON
35068,Ontario,Niagara West/Niagara-Ouest,Rural,Harold Jonker,Christian Heritage Party,657,1.2,,,90838,77600,71.5,"Allison, Dean",Conservative,ON
35069,Ontario,Nickel Belt,Rural,Marc G. Serré,Liberal,17353,35.2,3928.0,8.0,93772,78267,63.5,"Serré, Marc G.",Liberal,ON
35069,Ontario,Nickel Belt,Rural,Charles Humphrey,Conservative,13425,27.2,,,93772,78267,63.5,"Serré, Marc G.",Liberal,ON
35069,Ontario,Nickel Belt,Rural,Andréane Simone Chénier,NDP-New Democratic Party,13137,26.6,,,93772,78267,63.5,"Serré, Marc G.",Liberal,ON
35069,Ontario,Nickel Belt,Rural,David Hobbs,People's Party - PPC,4558,9.2,,,93772,78267,63.5,"Serré, Marc G.",Liberal,ON
35069,Ontario,Nickel Belt,Rural,Craig Gravelle,Green Party,848,1.7,,,93772,78267,63.5,"Serré, Marc G.",Liberal,ON
35070,Ontario,Nipissing--Timiskaming,Rural,Anthony Rota,Liberal,18405,38.8,3301.0,7.0,88813,76316,62.7,"Rota, Anthony",Liberal,ON
35070,Ontario,Nipissing--Timiskaming,Rural,Steven Trahan,Conservative,15104,31.8,,,88813,76316,62.7,"Rota, Anthony",Liberal,ON
35070,Ontario,Nipissing--Timiskaming,Rural,Scott Robertson,NDP-New Democratic Party,10493,22.1,,,88813,76316,62.7,"Rota, Anthony",Liberal,ON
35070,Ontario,Nipissing--Timiskaming,Rural,Gregory J. Galante,People's Party - PPC,3494,7.4,,,88813,76316,62.7,"Rota, Anthony",Liberal,ON
35071,Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,Semi-urban,Philip Lawrence,Conservative,31015,44.5,7679.0,11.0,112412,100654,69.7,"Lawrence, Philip",Conservative,ON
35071,Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,Semi-urban,Alison Lester,Liberal,23336,33.5,,,112412,100654,69.7,"Lawrence, Philip",Conservative,ON
35071,Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,Semi-urban,Kim McArthur-Jackson,NDP-New Democratic Party,9809,14.1,,,112412,100654,69.7,"Lawrence, Philip",Conservative,ON
35071,Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,Semi-urban,Nathan Lang,People's Party - PPC,3813,5.5,,,112412,100654,69.7,"Lawrence, Philip",Conservative,ON
35071,Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,Semi-urban,Christina Wilson,Green Party,1764,2.5,,,112412,100654,69.7,"Lawrence, Philip",Conservative,ON
35072,Ontario,Oakville,Urban,Anita Anand,Liberal,28137,46.1,3707.0,6.1,120923,89441,68.6,"Anand, Anita",Liberal,ON
35072,Ontario,Oakville,Urban,Kerry Colborne,Conservative,24430,40.0,,,120923,89441,68.6,"Anand, Anita",Liberal,ON
35072,Ontario,Oakville,Urban,Jerome Adamo,NDP-New Democratic Party,5373,8.8,,,120923,89441,68.6,"Anand, Anita",Liberal,ON
35072,Ontario,Oakville,Urban,JD Meaney,People's Party - PPC,1970,3.2,,,120923,89441,68.6,"Anand, Anita",Liberal,ON
35072,Ontario,Oakville,Urban,Oriana Knox,Green Party,1090,1.8,,,120923,89441,68.6,"Anand, Anita",Liberal,ON
35073,Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,Urban,Pam Damoff,Liberal,30910,46.8,5819.0,8.8,129078,99538,66.9,"Damoff, Pam",Liberal,ON
35073,Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,Urban,Hanan Rizkalla,Conservative,25091,38.0,,,129078,99538,66.9,"Damoff, Pam",Liberal,ON
35073,Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,Urban,Lenaee Dupuis,NDP-New Democratic Party,6574,10.0,,,129078,99538,66.9,"Damoff, Pam",Liberal,ON
35073,Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,Urban,Gilbert Jubinville,People's Party - PPC,2429,3.7,,,129078,99538,66.9,"Damoff, Pam",Liberal,ON
35073,Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,Urban,Bruno Sousa,Green Party,1019,1.5,,,129078,99538,66.9,"Damoff, Pam",Liberal,ON
35076,Ontario,Orléans,Urban,Marie-France Lalonde,Liberal,39101,51.9,17401.0,23.1,128281,106582,71.3,"Lalonde, Marie-France",Liberal,ON
35076,Ontario,Orléans,Urban,Mary-Elsie Wolfe,Conservative,21700,28.8,,,128281,106582,71.3,"Lalonde, Marie-France",Liberal,ON
35076,Ontario,Orléans,Urban,Jessica Joanis,NDP-New Democratic Party,10983,14.6,,,128281,106582,71.3,"Lalonde, Marie-France",Liberal,ON
35076,Ontario,Orléans,Urban,Spencer Oklobdzija,People's Party - PPC,2046,2.7,,,128281,106582,71.3,"Lalonde, Marie-France",Liberal,ON
35076,Ontario,Orléans,Urban,Michael Hartnett,Green Party,1233,1.6,,,128281,106582,71.3,"Lalonde, Marie-France",Liberal,ON
35076,Ontario,Orléans,Urban,André Junior Cléroux,Free Party Canada,220,0.3,,,128281,106582,71.3,"Lalonde, Marie-France",Liberal,ON
35074,Ontario,Oshawa,Urban,Colin Carrie,Conservative,22409,39.7,6330.0,11.2,126764,100987,56.3,"Carrie, Colin",Conservative,ON
35074,Ontario,Oshawa,Urban,Shailene Panylo,NDP-New Democratic Party,16079,28.5,,,126764,100987,56.3,"Carrie, Colin",Conservative,ON
35074,Ontario,Oshawa,Urban,Afroza Hossain,Liberal,13044,23.1,,,126764,100987,56.3,"Carrie, Colin",Conservative,ON
35074,Ontario,Oshawa,Urban,Darryl Mackie,People's Party - PPC,4029,7.1,,,126764,100987,56.3,"Carrie, Colin",Conservative,ON
35074,Ontario,Oshawa,Urban,Sonny Mir,Green Party,864,1.5,,,126764,100987,56.3,"Carrie, Colin",Conservative,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Yasir Naqvi,Liberal,33825,45.5,9273.0,12.5,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Angella MacEwen,NDP-New Democratic Party,24552,33.0,,,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Carol Clemenhagen,Conservative,11650,15.7,,,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Angela Keller-Herzog,Green Party,2115,2.8,,,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Regina Watteel,People's Party - PPC,1605,2.2,,,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Shelby Bertrand,Animal Protection Party,261,0.4,,,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Alex McDonald,Communist,201,0.3,,,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35075,Ontario,Ottawa Centre/Ottawa-Centre,Urban,Richard Rich' Joyal,Independent,132,0.2,,,118038,100004,74.8,"Naqvi, Yasir",Liberal,ON
35077,Ontario,Ottawa South/Ottawa-Sud,Urban,David McGuinty,Liberal,29038,48.8,13541.0,22.8,121058,90681,66.2,"McGuinty, David",Liberal,ON
35077,Ontario,Ottawa South/Ottawa-Sud,Urban,Eli Tannis,Conservative,15497,26.0,,,121058,90681,66.2,"McGuinty, David",Liberal,ON
35077,Ontario,Ottawa South/Ottawa-Sud,Urban,Huda Mukbil,NDP-New Democratic Party,11514,19.4,,,121058,90681,66.2,"McGuinty, David",Liberal,ON
35077,Ontario,Ottawa South/Ottawa-Sud,Urban,Chylow Hall,People's Party - PPC,1898,3.2,,,121058,90681,66.2,"McGuinty, David",Liberal,ON
35077,Ontario,Ottawa South/Ottawa-Sud,Urban,Les Schram,Green Party,1401,2.4,,,121058,90681,66.2,"McGuinty, David",Liberal,ON
35077,Ontario,Ottawa South/Ottawa-Sud,Urban,Larry Wasslen,Communist,144,0.2,,,121058,90681,66.2,"McGuinty, David",Liberal,ON
35079,Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,Urban,Anita Vandenbeld,Liberal,25889,45.1,9416.0,16.4,111837,84972,68.1,"Vandenbeld, Anita",Liberal,ON
35079,Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,Urban,Jennifer Jennekens,Conservative,16473,28.7,,,111837,84972,68.1,"Vandenbeld, Anita",Liberal,ON
35079,Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,Urban,Yavar Hameed,NDP-New Democratic Party,11163,19.4,,,111837,84972,68.1,"Vandenbeld, Anita",Liberal,ON
35079,Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,Urban,David Yeo,People's Party - PPC,1908,3.3,,,111837,84972,68.1,"Vandenbeld, Anita",Liberal,ON
35079,Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,Urban,David Stibbe,Green Party,1642,2.9,,,111837,84972,68.1,"Vandenbeld, Anita",Liberal,ON
35079,Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,Urban,Sean Mulligan,Christian Heritage Party,327,0.6,,,111837,84972,68.1,"Vandenbeld, Anita",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Mona Fortier,Liberal,28462,49.0,14759.0,25.4,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Lyse-Pascale Inamuco,NDP-New Democratic Party,13703,23.6,,,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Heidi Jensen,Conservative,11611,20.0,,,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Jean-Jacques Desgranges,People's Party - PPC,1855,3.2,,,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Christian Proulx,Green Party,1816,3.1,,,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Daniel Elford,Libertarian,248,0.4,,,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Crystelle Bourguignon,Free Party Canada,179,0.3,,,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35078,Ontario,Ottawa--Vanier,Urban,Marie-Chantal TaiEl Leriche,Independent,157,0.3,,,111508,90703,64.6,"Fortier, Mona",Liberal,ON
35080,Ontario,Oxford,Semi-urban,Dave MacKenzie,Conservative,29146,47.0,16426.0,26.5,113790,96055,64.9,"MacKenzie, Dave",Conservative,ON
35080,Ontario,Oxford,Semi-urban,Elizabeth Quinto,Liberal,12720,20.5,,,113790,96055,64.9,"MacKenzie, Dave",Conservative,ON
35080,Ontario,Oxford,Semi-urban,Matthew Chambers,NDP-New Democratic Party,11325,18.3,,,113790,96055,64.9,"MacKenzie, Dave",Conservative,ON
35080,Ontario,Oxford,Semi-urban,Wendy Martin,People's Party - PPC,6595,10.6,,,113790,96055,64.9,"MacKenzie, Dave",Conservative,ON
35080,Ontario,Oxford,Semi-urban,Bob Reid,Green Party,1683,2.7,,,113790,96055,64.9,"MacKenzie, Dave",Conservative,ON
35080,Ontario,Oxford,Semi-urban,Allen Scovil,Christian Heritage Party,479,0.8,,,113790,96055,64.9,"MacKenzie, Dave",Conservative,ON
35081,Ontario,Parkdale--High Park,Urban,Arif Virani,Liberal,22307,42.5,1705.0,3.2,108805,80569,65.6,"Virani, Arif",Liberal,ON
35081,Ontario,Parkdale--High Park,Urban,Paul Taylor,NDP-New Democratic Party,20602,39.2,,,108805,80569,65.6,"Virani, Arif",Liberal,ON
35081,Ontario,Parkdale--High Park,Urban,Nestor Sanajko,Conservative,6815,13.0,,,108805,80569,65.6,"Virani, Arif",Liberal,ON
35081,Ontario,Parkdale--High Park,Urban,Wilfried Richard Alexander Danzinger,People's Party - PPC,1642,3.1,,,108805,80569,65.6,"Virani, Arif",Liberal,ON
35081,Ontario,Parkdale--High Park,Urban,Diem Marchand-Lafortune,Green Party,957,1.8,,,108805,80569,65.6,"Virani, Arif",Liberal,ON
35081,Ontario,Parkdale--High Park,Urban,Terry Parker,Marijuana Party,130,0.2,,,108805,80569,65.6,"Virani, Arif",Liberal,ON
35081,Ontario,Parkdale--High Park,Urban,Lorne Gershuny,Marxist-Leninist,90,0.2,,,108805,80569,65.6,"Virani, Arif",Liberal,ON
35082,Ontario,Parry Sound--Muskoka,Rural,Scott Aitchison,Conservative,26600,47.9,14586.0,26.3,94398,86277,64.7,"Aitchison, Scott",Conservative,ON
35082,Ontario,Parry Sound--Muskoka,Rural,Jovanie Nicoyishakiye,Liberal,12014,21.6,,,94398,86277,64.7,"Aitchison, Scott",Conservative,ON
35082,Ontario,Parry Sound--Muskoka,Rural,Heather Hay,NDP-New Democratic Party,9339,16.8,,,94398,86277,64.7,"Aitchison, Scott",Conservative,ON
35082,Ontario,Parry Sound--Muskoka,Rural,James Tole,People's Party - PPC,4184,7.5,,,94398,86277,64.7,"Aitchison, Scott",Conservative,ON
35082,Ontario,Parry Sound--Muskoka,Rural,Marc Mantha,Green Party,3099,5.6,,,94398,86277,64.7,"Aitchison, Scott",Conservative,ON
35082,Ontario,Parry Sound--Muskoka,Rural,Daniel Predie Jr,Independent,169,0.3,,,94398,86277,64.7,"Aitchison, Scott",Conservative,ON
35082,Ontario,Parry Sound--Muskoka,Rural,James Fawcett,National Citizens Alliance,95,0.2,,,94398,86277,64.7,"Aitchison, Scott",Conservative,ON
35083,Ontario,Perth--Wellington,Rural,John Nater,Conservative,26984,48.6,13300.0,23.9,107908,85345,65.6,"Nater, John",Conservative,ON
35083,Ontario,Perth--Wellington,Rural,Brendan Knight,Liberal,13684,24.6,,,107908,85345,65.6,"Nater, John",Conservative,ON
35083,Ontario,Perth--Wellington,Rural,Kevin Kruchkywich,NDP-New Democratic Party,9552,17.2,,,107908,85345,65.6,"Nater, John",Conservative,ON
35083,Ontario,Perth--Wellington,Rural,Wayne Baker,People's Party - PPC,5357,9.6,,,107908,85345,65.6,"Nater, John",Conservative,ON
35084,Ontario,Peterborough--Kawartha,Semi-urban,Michelle Ferreri,Conservative,27402,39.0,2738.0,3.9,118176,102053,69.2,"Ferreri, Michelle",Conservative,ON
35084,Ontario,Peterborough--Kawartha,Semi-urban,Maryam Monsef,Liberal,24664,35.1,,,118176,102053,69.2,"Ferreri, Michelle",Conservative,ON
35084,Ontario,Peterborough--Kawartha,Semi-urban,Joy Lachica,NDP-New Democratic Party,13302,18.9,,,118176,102053,69.2,"Ferreri, Michelle",Conservative,ON
35084,Ontario,Peterborough--Kawartha,Semi-urban,Paul Lawton,People's Party - PPC,3073,4.4,,,118176,102053,69.2,"Ferreri, Michelle",Conservative,ON
35084,Ontario,Peterborough--Kawartha,Semi-urban,Chanté White,Green Party,1553,2.2,,,118176,102053,69.2,"Ferreri, Michelle",Conservative,ON
35084,Ontario,Peterborough--Kawartha,Semi-urban,Robert M. Bowers,Independent,218,0.3,,,118176,102053,69.2,"Ferreri, Michelle",Conservative,ON
35085,Ontario,Pickering--Uxbridge,Semi-urban,Jennifer O'Connell,Liberal,27271,46.9,6295.0,10.8,112947,94124,62.1,"O'Connell, Jennifer",Liberal,ON
35085,Ontario,Pickering--Uxbridge,Semi-urban,Jacob Mantle,Conservative,20976,36.1,,,112947,94124,62.1,"O'Connell, Jennifer",Liberal,ON
35085,Ontario,Pickering--Uxbridge,Semi-urban,Eileen Higdon,NDP-New Democratic Party,7592,13.1,,,112947,94124,62.1,"O'Connell, Jennifer",Liberal,ON
35085,Ontario,Pickering--Uxbridge,Semi-urban,Corneliu Chisu,People's Party - PPC,2328,4.0,,,112947,94124,62.1,"O'Connell, Jennifer",Liberal,ON
35086,Ontario,Renfrew--Nipissing--Pembroke,Rural,Cheryl Gallant,Conservative,28967,49.5,16704.0,28.5,103495,88637,66.5,"Gallant, Cheryl",Conservative,ON
35086,Ontario,Renfrew--Nipissing--Pembroke,Rural,Jodie Primeau,NDP-New Democratic Party,12263,21.0,,,103495,88637,66.5,"Gallant, Cheryl",Conservative,ON
35086,Ontario,Renfrew--Nipissing--Pembroke,Rural,Cyndi Mills,Liberal,11335,19.4,,,103495,88637,66.5,"Gallant, Cheryl",Conservative,ON
35086,Ontario,Renfrew--Nipissing--Pembroke,Rural,David Ainsworth,People's Party - PPC,4469,7.6,,,103495,88637,66.5,"Gallant, Cheryl",Conservative,ON
35086,Ontario,Renfrew--Nipissing--Pembroke,Rural,Michael Lariviere,Green Party,1111,1.9,,,103495,88637,66.5,"Gallant, Cheryl",Conservative,ON
35086,Ontario,Renfrew--Nipissing--Pembroke,Rural,Stefan Klietsch,Independent,373,0.6,,,103495,88637,66.5,"Gallant, Cheryl",Conservative,ON
35087,Ontario,Richmond Hill,Urban,Majid Jowhari,Liberal,21784,47.7,4069.0,8.9,110177,83198,55.5,"Jowhari, Majid",Liberal,ON
35087,Ontario,Richmond Hill,Urban,Costas Menegakis,Conservative,17715,38.8,,,110177,83198,55.5,"Jowhari, Majid",Liberal,ON
35087,Ontario,Richmond Hill,Urban,Adam DeVita,NDP-New Democratic Party,3995,8.7,,,110177,83198,55.5,"Jowhari, Majid",Liberal,ON
35087,Ontario,Richmond Hill,Urban,Igor Tvorogov,People's Party - PPC,1363,3.0,,,110177,83198,55.5,"Jowhari, Majid",Liberal,ON
35087,Ontario,Richmond Hill,Urban,Charity DiPaola,Independent,619,1.4,,,110177,83198,55.5,"Jowhari, Majid",Liberal,ON
35087,Ontario,Richmond Hill,Urban,Angelika Keller,Independent,186,0.4,,,110177,83198,55.5,"Jowhari, Majid",Liberal,ON
35089,Ontario,St. Catharines,Semi-urban,Chris Bittle,Liberal,22069,37.8,3051.0,5.2,111691,91010,64.5,"Bittle, Chris",Liberal,ON
35089,Ontario,St. Catharines,Semi-urban,Krystina Waler,Conservative,19018,32.6,,,111691,91010,64.5,"Bittle, Chris",Liberal,ON
35089,Ontario,St. Catharines,Semi-urban,Trecia McLennon,NDP-New Democratic Party,12294,21.1,,,111691,91010,64.5,"Bittle, Chris",Liberal,ON
35089,Ontario,St. Catharines,Semi-urban,Rebecca Hahn,People's Party - PPC,3860,6.6,,,111691,91010,64.5,"Bittle, Chris",Liberal,ON
35089,Ontario,St. Catharines,Semi-urban,Catharine Rhodes,Green Party,1091,1.9,,,111691,91010,64.5,"Bittle, Chris",Liberal,ON
35091,Ontario,Sarnia--Lambton,Rural,Marilyn Gladu,Conservative,26292,46.2,14302.0,25.1,105337,85439,67.0,"Gladu, Marilyn",Conservative,ON
35091,Ontario,Sarnia--Lambton,Rural,Adam Kilner,NDP-New Democratic Party,11990,21.1,,,105337,85439,67.0,"Gladu, Marilyn",Conservative,ON
35091,Ontario,Sarnia--Lambton,Rural,Lois Nantais,Liberal,10975,19.3,,,105337,85439,67.0,"Gladu, Marilyn",Conservative,ON
35091,Ontario,Sarnia--Lambton,Rural,Brian Everaert,People's Party - PPC,6359,11.2,,,105337,85439,67.0,"Gladu, Marilyn",Conservative,ON
35091,Ontario,Sarnia--Lambton,Rural,Stefanie Bunko,Green Party,848,1.5,,,105337,85439,67.0,"Gladu, Marilyn",Conservative,ON
35091,Ontario,Sarnia--Lambton,Rural,Tom Laird,Christian Heritage Party,435,0.8,,,105337,85439,67.0,"Gladu, Marilyn",Conservative,ON
35092,Ontario,Sault Ste. Marie,Rural,Terry Sheehan,Liberal,15231,37.9,247.0,0.6,80371,66439,60.9,"Sheehan, Terry",Liberal,ON
35092,Ontario,Sault Ste. Marie,Rural,Sonny Spina,Conservative,14984,37.3,,,80371,66439,60.9,"Sheehan, Terry",Liberal,ON
35092,Ontario,Sault Ste. Marie,Rural,Marie Morin-Strom,NDP-New Democratic Party,8041,20.0,,,80371,66439,60.9,"Sheehan, Terry",Liberal,ON
35092,Ontario,Sault Ste. Marie,Rural,Kasper Makowski,People's Party - PPC,1923,4.8,,,80371,66439,60.9,"Sheehan, Terry",Liberal,ON
35094,Ontario,Scarborough Centre/Scarborough-Centre,Urban,Salma Zahid,Liberal,23128,57.6,13309.0,33.1,112603,74304,54.6,"Zahid, Salma",Liberal,ON
35094,Ontario,Scarborough Centre/Scarborough-Centre,Urban,Malcolm Ponnayan,Conservative,9819,24.4,,,112603,74304,54.6,"Zahid, Salma",Liberal,ON
35094,Ontario,Scarborough Centre/Scarborough-Centre,Urban,Faiz Kamal,NDP-New Democratic Party,5479,13.6,,,112603,74304,54.6,"Zahid, Salma",Liberal,ON
35094,Ontario,Scarborough Centre/Scarborough-Centre,Urban,Petru Rozoveanu,People's Party - PPC,1472,3.7,,,112603,74304,54.6,"Zahid, Salma",Liberal,ON
35094,Ontario,Scarborough Centre/Scarborough-Centre,Urban,Aylwin T. Mathew,National Citizens Alliance,263,0.7,,,112603,74304,54.6,"Zahid, Salma",Liberal,ON
35096,Ontario,Scarborough North/Scarborough-Nord,Urban,Shaun Chen,Liberal,21178,66.6,15179.0,47.7,98800,63797,50.4,"Chen, Shaun",Liberal,ON
35096,Ontario,Scarborough North/Scarborough-Nord,Urban,Fazal Shah,Conservative,5999,18.9,,,98800,63797,50.4,"Chen, Shaun",Liberal,ON
35096,Ontario,Scarborough North/Scarborough-Nord,Urban,Christina Love,NDP-New Democratic Party,3514,11.0,,,98800,63797,50.4,"Chen, Shaun",Liberal,ON
35096,Ontario,Scarborough North/Scarborough-Nord,Urban,David Moore,People's Party - PPC,763,2.4,,,98800,63797,50.4,"Chen, Shaun",Liberal,ON
35096,Ontario,Scarborough North/Scarborough-Nord,Urban,Sheraz Khan,Centrist,361,1.1,,,98800,63797,50.4,"Chen, Shaun",Liberal,ON
35098,Ontario,Scarborough Southwest/Scarborough-Sud-Ouest,Urban,Bill Blair,Liberal,24823,57.5,15842.0,36.7,110278,76558,56.8,"Blair, Bill",Liberal,ON
35098,Ontario,Scarborough Southwest/Scarborough-Sud-Ouest,Urban,Mohsin Bhuiyan,Conservative,8981,20.8,,,110278,76558,56.8,"Blair, Bill",Liberal,ON
35098,Ontario,Scarborough Southwest/Scarborough-Sud-Ouest,Urban,Guled Arale,NDP-New Democratic Party,6924,16.0,,,110278,76558,56.8,"Blair, Bill",Liberal,ON
35098,Ontario,Scarborough Southwest/Scarborough-Sud-Ouest,Urban,Ramona Pache,People's Party - PPC,1259,2.9,,,110278,76558,56.8,"Blair, Bill",Liberal,ON
35098,Ontario,Scarborough Southwest/Scarborough-Sud-Ouest,Urban,Amanda Cain,Green Party,1068,2.5,,,110278,76558,56.8,"Blair, Bill",Liberal,ON
35098,Ontario,Scarborough Southwest/Scarborough-Sud-Ouest,Urban,David Edward-Ooi Poon,Independent,117,0.3,,,110278,76558,56.8,"Blair, Bill",Liberal,ON
35093,Ontario,Scarborough--Agincourt,Urban,Jean Yip,Liberal,20712,56.5,10082.0,27.5,105542,70055,52.9,"Yip, Jean",Liberal,ON
35093,Ontario,Scarborough--Agincourt,Urban,Mark Johnson,Conservative,10630,29.0,,,105542,70055,52.9,"Yip, Jean",Liberal,ON
35093,Ontario,Scarborough--Agincourt,Urban,Larisa Julius,NDP-New Democratic Party,3679,10.0,,,105542,70055,52.9,"Yip, Jean",Liberal,ON
35093,Ontario,Scarborough--Agincourt,Urban,Eric Muraven,People's Party - PPC,978,2.7,,,105542,70055,52.9,"Yip, Jean",Liberal,ON
35093,Ontario,Scarborough--Agincourt,Urban,Arjun Balasingham,Green Party,631,1.7,,,105542,70055,52.9,"Yip, Jean",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,John McKay,Liberal,22944,61.1,14946.0,39.8,102386,66314,57.5,"McKay, John",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,Carmen Wilson,Conservative,7998,21.3,,,102386,66314,57.5,"McKay, John",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,Michelle Spencer,NDP-New Democratic Party,5091,13.6,,,102386,66314,57.5,"McKay, John",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,James Bountrogiannis,People's Party - PPC,1096,2.9,,,102386,66314,57.5,"McKay, John",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,Kevin Clarke,Independent,155,0.4,,,102386,66314,57.5,"McKay, John",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,Aslam Khan,Centrist,129,0.3,,,102386,66314,57.5,"McKay, John",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,Opa Day,Independent,85,0.2,,,102386,66314,57.5,"McKay, John",Liberal,ON
35095,Ontario,Scarborough--Guildwood,Urban,Gus Stefanis,Nationalist,52,0.1,,,102386,66314,57.5,"McKay, John",Liberal,ON
35097,Ontario,Scarborough--Rouge Park,Urban,Gary Anandasangaree,Liberal,28702,62.8,19074.0,41.7,102275,75469,61.0,"Anandasangaree, Gary",Liberal,ON
35097,Ontario,Scarborough--Rouge Park,Urban,Zia Choudhary,Conservative,9628,21.1,,,102275,75469,61.0,"Anandasangaree, Gary",Liberal,ON
